Movie Name,Director,Lead_Actor,Lead_Actress,Runtime ( .),Release Date,IMDb_Rating,Language,Animated,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,Music_Rating,Music_Director,CBFC/MPAA,Popularity of Lead Actor (POAM),Popularity of Lead Actress (POAF),Popularity of Director (POD),CSS,Follower Count (Lead Actor),Follower Count (Lead Actress),BO Collection (Total),1st Week,2nd Week,3rd Week,4th Week,Overseas Collection,Budget,Trailer Views,Trailer Likes (K),No. of Screens,Verdict
Firewall,Richard Loncraine,Harrison Ford,Virginia Madsen,105,02-10-2006,5.8,English,Live Action,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,Alexandre Desplat,PG-13,0.6,0.8,0.5,0.4,6884,43.1K,82.6,13.8,10.3,7.5,5.3,38.7,26,"3,33,493","2,839","2,800",Blockbuster
Into the Storm,Steven Quale,Richard Armitage,Sarah Wayne Callies,89,08-08-2014,5.8,English,Live Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,Brian Tyler,PG-13,0.65,0.8,0.5,0.4,206K,2M,161.3,17.3,10.2,7.3,5.5,61.4,28,"4,08,198","3,434","3,400",Blockbuster
Beverly Hills Cop III,John Landis,Eddie Murphy,Kirsten Dunst,104,5/25/1994,5.6,English,Live Action,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Nile Rodgers,R,0.75,0.37,0.55,0.67,42K,137K,119.2,15.2,11.2,8.4,6,77.2,38,"2,00,197","2,218","2,200",Blockbuster
Gremlins 2: The New Batch,Joe Dante,Zach Galligan,Phoebe Cates,106,6/15/1990,6.4,English,Animated,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Jerry Goldsmith,PG-13,0.6,0.8,0.55,0.35,16K,9632,41.5,9.7,7,4.6,3.6,41.5,25,"2,34,518","2,240","2,200",Superhit
The Judge,David Dobkin,Robert Downey Jr.,Leighton Meester,141,10-10-2014,7.4,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,Thomas Newman,R,0.8,0.8,0.55,0.3,57M,7M,84.4,13.1,9.7,6.9,5.2,45.1,52,"4,16,980","3,491","3,400",Blockbuster
The Peacemaker,Mimi Leder,George Clooney,Nicole Kidman,124,9/26/1997,5.9,English,Live Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Hans Zimmer,R,0.8,0.8,0.55,0.33,36K,10M,110.4,14.4,10.2,7.6,5.8,69.1,40,"2,61,213","2,302","2,300",Superhit
Resident Evil: Apocalypse,Alexander Witt,Oded Fehr,Milla Jovovich,94,09-10-2004,6.2,English,Live Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3,Jeff Danna,R,0.6,0.8,0.5,0.4,14K,5M,129.3,23,13.5,9.8,7.4,78.2,16,"3,34,118","2,757","2,700",Hit
Bridget Jones: The Edge of Reason,Beeban Kidron,Colin Firth,Renée Zellweger,108,11/19/2004,6,English,Animated,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,Harry Gregson-Williams,R,0.7,0.8,0.55,0.45,23.6K,87K,262.5,22.8,14,10.3,7.9,197.9,40,"2,32,157","2,572","2,500",Superhit
Out of Time,Carl Franklin,Denzel Washington,Eva Mendes,105,10-03-2003,6.5,English,Live Action,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.7,Graeme Revell,PG-13,0.75,0.8,0.5,0.3,500K,5M,55.9,16.2,9.9,6.8,5,42.8,20,"2,81,516","2,774","2,700",Hit
On Deadly Ground,Steven Seagal,Steven Seagal,Joan Chen,101,2/18/1994,4.6,English,Live Action,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.1,Basil Poledouris,R,0.7,0.8,0.55,0.33,542K,15K,49,12.2,8.3,5.7,4.4,37,55,"2,00,610","1,362","1,300",Superhit
Murder by Numbers,Barbet Schroeder,Ryan Gosling,Sandra Bullock,120,4/19/2002,6.1,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.2,Clint Mansell,R,0.6,0.8,0.55,0.5,1M,1.9M,56.7,9.3,7.3,5,3.8,31.9,30,"1,51,842","2,663","2,600",Hit
Assassins,Richard Donner,Sylvester Stallone,Julianne Moore,132,10-06-1995,6.4,English,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2,Mark Mancina,R,0.7,0.8,0.55,0.44,16.7M,2M,83.3,10.9,7.8,6.3,5.2,69.4,80,"1,19,452","2,171","2,100",Hit
Hannibal Rising,Peter Webber,Gaspard Ulliel,Gong Li,121,02-09-2007,6.2,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.2,Ilan Eshkeri,R,0.75,0.8,0.6,0.57,101K,27K,82.2,13.1,9,7.1,5.5,27.6,25,"1,39,936","2,481","2,400",Hit
The Story of Us,Rob Reiner,Bruce Willis,Michelle Pfeiffer,95,10/15/1999,5.9,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.1,Marc Shaiman,R,0.6,0.8,0.6,0.35,1M,3M,58.7,9.7,7.2,5.7,4.6,24.4,25,"68,431","1,702","1,700",Superhit
The Host,Andrew Niccol,Jake Abel,Saoirse Ronan,125,3/29/2013,5.9,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,Antonio Pinto,PG-13,0.6,0.8,0.55,0.57,122K,100K,48.2,10.6,7.9,6.3,5.2,35.7,150,"1,20,347","2,634","2,600",Hit
Basic,John McTiernan,John Travolta,Samuel L. Jackson,98,3/28/2003,6.5,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Basil Poledouris,R,0.7,0.8,0.4,0.5,5M,8M,42.5,12.1,7.6,6,5,27.9,225,"1,05,867","2,349","2,300",Hit
Blood Work,Clint Eastwood,Clint Eastwood,Anjelica Huston,110,08-09-2002,6.4,English,Live Action,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2,Lennie Niehaus,R,0.7,0.8,0.8,0.35,298K,18K,31.8,6.8,5.3,4.4,3.7,24.6,150,"42,891","1,705","1,700",Hit
The International,Tom Tykwer,Clive Owen,Naomi Watts,118,2/13/2009,6.5,English,Live Action,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Tom Tykwer,R,0.7,0.8,0.55,0.25,28K,2M,60.1,10.7,8.1,6.3,4.9,47.9,100,"99,988","2,166","2,100",Superhit
Escape from L.A.,John Carpenter,Kurt Russell,Pam Grier,101,08-09-1996,5.8,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Shirley Walker,R,0.6,0.8,0.5,1,69K,3093,25.4,8.9,7,5.9,5,5,20,"69,684","2,312","2,300",Hit
The Messenger: The Story of Joan of Arc,Luc Besson,John Malkovich,Milla Jovovich,148,10/27/1999,6.3,English,Live Action,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6.1,Éric Serra,R,0.7,0.8,0.6,0.45,15K,5M,66.9,7.3,5,4.1,3.6,11.8,70,"71,809","1,824","1,800",Hit
Your Highness,David Gordon Green,James Franco,Natalie Portman,102,04-08-2011,5.5,English,Live Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,Steve Jablonsky,R,0.7,0.8,0.55,0.3,365K,9M,28.9,9.4,6.6,5.5,4.8,4.8,17,"62,126","2,769","2,700",Superhit
Dream House,Jim Sheridan,Daniel Craig,Rachel Weisz,92,9/30/2011,6,English,Live Action,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,John Debney,PG-13,0.75,0.8,0.55,0,108K,206K,48.4,8.1,5.8,4.7,3.8,21.9,3,"69,689","2,664","2,600",Average
Mad City,Costa-Gavras,John Travolta,Mia Kirshner,115,11-07-1997,6.2,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,Thomas Newman,R,0.7,0.8,0.55,0.45,5M,76K,10.6,4.3,3.1,2.6,2.3,20.7,30,"43,284","2,095","2,000",Flop
The Scarlet Letter,Roland Joffé,Gary Oldman,Demi Moore,135,10/13/1995,5.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.6,Ennio Morricone,R,0.75,0.8,0.55,0.45,161K,5M,10.4,5.4,4,3.2,2.8,20.7,40,"41,401","1,022","1,000",Average
Fair Game,Doug Liman,Sean Penn,Naomi Watts,108,11-05-2010,6.8,English,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,John Powell,PG-13,0.75,0.8,0.55,0.33,189K,2M,24.5,1.1,0.9,0.7,0.6,7.3,30,"68,557","1,525","1,500",Superhit
Domino,Tony Scott,Mickey Rourke,Keira Knightley,127,10/14/2005,5.9,English,Live Action,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,Harry Gregson-Williams,R,0.75,0.8,0.55,0.67,324K,300K,22.1,4.7,3.3,2.7,2.4,10.7,15,"52,237","1,880","1,800",Hit
Jade,William Friedkin,David Caruso,Linda Fiorentino,95,10/13/1995,5.3,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.3,Michael Kamen,R,0.7,0.8,0.55,0.2,20K,137K,9.8,4.5,3.3,2.6,2.2,8,7.5,"22,628","1,456","1,400",Superhit
Zoolander 2,Ben Stiller,Ben Stiller,Penélope Cruz,102,02-12-2016,4.7,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,Theodore Shapiro,PG-13,0.6,0.8,0.55,0.35,2M,7M,56.7,15.8,10.3,8.1,6.2,26.1,18,"31,583","3,418","3,400",Flop
The Big Bounce,George Armitage,Morgan Freeman,Sara Foster,88,1/30/2004,4.9,English,Live Action,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,George S. Clinton,PG-13,0.75,0.8,0.55,0.3,4.2M,733K,6.8,3.3,2.4,1.8,1.4,4.3,25,"18,670","2,304","2,300",Average
What Planet Are You From?,Mike Nichols,Garry Shandling,Annette Bening,105,03-03-2000,5.6,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4,Carter Burwell,R,0.6,0.8,0.6,0,452K,3008,14,3,2.1,1.7,1.5,0.6,58,"3,628","2,268","2,200",Superhit
Drive Angry,Patrick Lussier,Nicolas Cage,Amber Heard,104,2/25/2011,5.4,English,Live Action,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.2,Michael Wandmacher,R,0.7,0.8,0.5,0.35,76K,5.3M,28.9,5.2,3.5,2.8,2.4,10.8,37,"43,125","2,290","2,200",Hit
Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,Neal McDonough,Kristin Kreuk,96,2/27/2009,3.7,English,Live Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.3,Stephen Endelman,PG-13,0.55,0.8,0.55,0.4,286K,693K,12.8,4.7,3.3,2.7,2.3,6.8,32,"8,108","1,136","1,100",Flop
The One,James Wong,Jet Li,Carla Gugino,87,11-02-2001,5.9,English,Live Action,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,Trevor Rabin,PG-13,0.6,0.8,0.55,0.45,3M,841K,72.7,19.1,12.5,9.8,8.1,34.3,88,"12,250","1,754","1,700",Average
The Boat That Rocked,Richard Curtis,Tom Sturridge,Bill Nighy,117,04-01-2009,7.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,Hans Zimmer,R,0.75,0.8,0.6,0.35,61K,3M,36.5,2.4,1.7,1.3,1.1,22,25,"16,635","1,015","1,000",Flop
Traffic,Steven Soderbergh,Michael Douglas,Catherine Zeta-Jones,147,01-05-2001,7.6,"English, Spanish",Live Action,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.6,Cliff Martinez,R,0.6,0.8,0.7,0.25,2M,5.4M,207.5,15.5,10.8,8.4,7,102,4,"12,601","1,640","1,600",Average
Indiana Jones and the Last Crusade,Steven Spielberg,Harrison Ford,Alison Doody,127,5/24/1989,8.2,English,Live Action,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,John Williams,PG-13,0.75,0.8,0.75,1,6884,55K,474.2,37,26,20.2,16.8,277.5,4,"7,832","1,515","1,500",Outstanding
Anna Karenina,Joe Wright,Jude Law,Keira Knightley,129,09-07-2012,6.6,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1,Dario Marianelli,R,0.7,0.8,0.6,0,73K,300K,68.7,22.9,16.1,12.7,10.7,25.6,14,"4,131","1,205","1,200",Flop
Bedazzled,Harold Ramis,Brendan Fraser,Elizabeth Hurley,93,10/20/2000,6,English,Live Action,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2,David Newman,PG-13,0.6,0.8,0.55,0,239K,3M,90.4,13.1,9.4,7.3,6.1,49.4,41,"11,346",907,900,Average
The Cotton Club,Francis Ford Coppola,Richard Gere,Diane Lane,127,12/14/1984,6.5,English,Live Action,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.6,John Barry,R,0.46,0.69,0.33,0.15,171K,82K,65.9,2.6,1.9,1.5,1.2,0.1,260,"9,912",901,900,Average
3:10 to Yuma,James Mangold,Russell Crowe,Christian Bale,122,09-07-2007,7.7,English,Live Action,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Marco Beltrami,R,0.7,0.83,0.4,0.15,1.1M,137K,70,14,9.7,7.6,6.3,14.6,3.5,"5,078",896,800,Average
Taken 3,Olivier Megaton,Liam Neeson,Forest Whitaker,109,01-09-2015,6,English,Live Action,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Nathan Whitehead,PG-13,0.42,0.46,0.7,0.35,42K,374K,325.8,39.2,25.6,19.6,16.5,238.4,35,"12,755","1,056","1,000",Average
Out of Sight,Steven Soderbergh,George Clooney,Jennifer Lopez,123,6/26/1998,7,English,Live Action,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9,David Holmes,R,0.41,0.47,0.6,0.33,61.2K,252M,77.7,12,8.5,6.6,5.5,27.4,20,"3,116",974,900,Average
The Cable Guy,Ben Stiller,Jim Carrey,Matthew Broderick,96,6/14/1996,6.1,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,John Ottman,PG-13,0.13,0.37,0.43,0,10M,945K,102.8,19.8,13.7,10.7,8.9,37.2,2.1,"5,184",966,900,Average
Earth,Alastair Fothergill,Patrick Stewart,James Earl Jones,96,4/22/2009,7.3,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,George Fenton,G,0.41,0.47,0.6,0.35,1.7M,3M,109,8.8,6.1,4.7,3.9,74.4,2.8,"9,747",954,900,Outstanding
Dick Tracy,Warren Beatty,Warren Beatty,Madonna,105,6/15/1990,6.1,English,Live Action,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3,Danny Elfman,PG,0.13,0.37,0.43,0.35,452K,19.2M,162.7,22.5,15.7,12.2,10.2,65.7,75,"9,543",950,900,Average
The Thomas Crown Affair,John McTiernan,Pierce Brosnan,Renée Russo,113,08-06-1999,6.8,English,Live Action,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.4,Bill Conti,R,0.44,0.4,0.5,0.5,2M,137K,124.3,14.6,10.3,8,6.7,66.8,5.01,"5,443",916,900,Average
Riding in Cars with Boys,Penny Marshall,Drew Barrymore,Steve Zahn,132,10/19/2001,6.5,English,Live Action,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7,Hans Zimmer,PG-13,0.5,0.41,0.6,0.35,124K,17.3M,35.8,10.4,7.3,5.7,4.7,7.4,75,"7,274",905,900,Average
First Blood,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,93,10/22/1982,7.7,English,Live Action,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,Jerry Goldsmith,R,0.51,0.5,0.67,0.4,2.7M,304K,125.2,6.6,4.6,3.6,3,89.4,2.5,"11,781",898,800,Blockbuster
Solaris,Steven Soderbergh,George Clooney,Natascha McElhone,99,11/27/2002,6.2,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.2,Cliff Martinez,PG-13,0.25,0.5,0.43,0.3,61.2K,137K,30,6.8,4.8,3.7,3.1,15.2,1.45,"2,871",816,800,Superhit
Taken 2,Olivier Megaton,Liam Neeson,Famke Janssen,92,10-05-2012,6.3,English,Live Action,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,Nathaniel Mechaly,PG-13,0.31,0.62,0.67,0.35,452K,137K,376.1,49.5,29.6,22.8,19.1,236.7,50,"4,133",758,700,Hit
Scary Movie 3,David Zucker,Anna Faris,Charlie Sheen,84,10/24/2003,5.5,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,James L. Venable,PG-13,0.06,0.43,0.6,0.4,1M,2.1M,220.7,48.1,31.4,24.2,20.2,110,400,"5,284",869,800,Blockbuster
Miss Congeniality,Donald Petrie,Sandra Bullock,Michael Caine,109,12/22/2000,6.2,English,Live Action,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Edward Shearmur,PG-13,0.36,0.09,0.6,0,452K,137K,212.8,13.9,8.9,6.9,5.7,106.1,32,"6,095",867,800,Average
Journey to the Center of the Earth,Eric Brevig,Brendan Fraser,Josh Hutcherson,93,07-11-2008,5.8,English,Live Action,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.8,Andrew Lockington,PG,0.06,0.09,0.37,0.35,452K,30.8K,242,21,14.7,11.4,9.5,134.4,70,"5,395",769,700,Blockbuster
The Princess Diaries 2: Royal Engagement,Garry Marshall,Anne Hathaway,Chris Pine,113,08-11-2004,5.8,English,Live Action,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.9,John Debney,G,0.36,0.05,0.5,0.5,40k,30.9M,134.7,22.9,14.9,11.5,9.6,64.8,1.5,"3,597",734,700,Blockbuster
Training Day,Antoine Fuqua,Denzel Washington,Eva Mendes,122,10-05-2001,7.7,English,Live Action,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,Mark Mancina,R,0.11,0,0.33,0.45,104.5K,5.3M,104.88,22.56,14.34,7.62,36.95,45,55,"43,16,276",4,4000,Superhit
Galaxy Quest,Dean Parisot,Tim Allen,Sigourney Weaver,102,12/25/1999,7.3,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,David Newman,PG,0.16,0.68,0.2,0.35,1M,137K,71.58,9.88,6.22,3.66,19.94,45,108,"1,39,936",3.95,3000,Blockbuster
Scary Movie 2,Keenen Ivory Wayans,Marlon Wayans,Anna Faris,83,07-04-2001,5.3,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,Mark McGrath,R,0.94,0.21,0.6,0.35,6.2M,2.1M,141.22,28.41,16.22,8.58,69.3,45,125,"68,431",3.9,3000,Superhit
The Muppets,James Bobin,Jason Segel,Jason Segel,103,11/23/2011,7.1,English,"Live Action, Animated",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,Christophe Beck,PG,0.77,0.33,0.5,0.55,319K,940K,165.18,29.24,13.72,6.44,76.47,45,150,"1,20,347",3.85,2000,Hit
Blade,Stephen Norrington,Wesley Snipes,N'Bushe Wright,120,8/21/1998,7.1,English,Live Action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,Mark Isham,R,0.32,0.33,0.33,0.45,1.3M,11.3K,70.08,17.07,10.28,5.89,61.09,45,75,"1,05,867",3.8,7500,Superhit
Coach Carter,Thomas Carter,Samuel L. Jackson,Samuel L. Jackson,136,1/14/2005,7.3,English,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.3,Trevor Rabin,PG-13,0.5,0.54,0.82,0,3M,137K,76.67,24.71,15.53,8.48,36.71,45,90,"42,891",3.75,5000,Hit
Changing Lanes,Roger Michell,Ben Affleck,Sydney Pollack,98,04-12-2002,6.5,English,Live Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,David Arnold,R,0.28,0.5,0.48,1,3M,181K,94.02,18.13,11.29,6.2,40.57,45,125,"99,988",3.7,500,Superhit
Anaconda,Luis Llosa,Jennifer Lopez,Jennifer Lopez,89,04-11-1997,4.8,English,Live Action,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,Randy Edelman,PG-13,0.5,0.33,0.5,0.35,30.8M,252M,136.89,16.57,11.18,6.15,71.47,45,19,"13,00,000",3.65,1000,Hit
Coyote Ugly,David McNally,Piper Perabo,Adam Garcia,100,08-04-2000,5.7,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,Trevor Horn,PG-13,0.28,0.54,0.4,0.45,50.6K,248K,113.9,17.8,15,13.8,12.5,53.2,45,1341557,6.8,3000,Hit
Love Actually,Richard Curtis,Hugh Grant,Martine McCutcheon,135,11-07-2003,7.6,English,Live Action,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,Craig Armstrong,R,0.63,0.5,0.6,0,828.9K,597K,247.76,6.88,15.81,20.78,12.74,190.34,29,"6,32,800",59,500,Hit
A Bug's Life,John Lasseter,Dave Foley,Julia Louis-Dreyfus,95,25-11-1998,7.2,English,Animated,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,Randy Newman,G,0.48,0.64,0.5,0.5,32.4K,1.7M,363.4,33.26,33.1,21.95,15.03,45,11.8,"11,73,878",424,1000,Superhit
From Hell,Albert Hughes,Johnny Depp,Heather Graham,122,19-10-2001,6.8,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,7.4,Trevor Jones,R,0.67,0.33,0.6,0.3,28.8M,497K,74.58,31.58,15.38,8.73,4.33,45,20,"39,05,143",96,3000,Hit
The Specialist,Luis Llosa,Sylvester Stallone,Sharon Stone,110,07-10-1994,5.5,English,Live Action,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,John Barry,R,0.57,0.37,0.6,0,16.7M,3.8M,170.36,32.42,22.35,12.73,8.95,45,26,"7,77,268",110,1500,Hit
Tin Cup,Ron Shelton,Kevin Costner,Rene Russo,135,16-08-1996,6.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.5,William Ross,R,0.49,0.72,0.67,0.35,1.1M,137K,75.85,10.38,10.62,7.8,3.93,45,28,"74,53,115",320,1000,Hit
"Yours, Mine and Ours",Raja Gosnell,Dennis Quaid,Rene Russo,88,23-11-2005,5.5,English,Live Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,Christophe Beck,PG,0.67,0.35,0.5,0.45,210K,137K,72.34,17.46,9.6,5.85,4.33,24.7,38,"13,81,704",300,3000,Superhit
Kicking & Screaming,Sports,Mark Isham,Will Ferrell,95,13-05-2005,5.6,English,Live Action,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,Jesse Dylan,PG,0.44,0.4,0.5,0.45,8172,3M,56.07,20.15,12.35,6.47,3.9,41.4,25,"47,77,970",727,1500,Hit
The Hitchhiker's Guide to the Galaxy,Garth Jennings,Martin Freeman,Mos Def,109,29-04-2005,6.8,English,Live Action,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3,Joby Talbot,PG,0.5,0.41,0.6,0.4,38.7K,7.7M,104.48,21.1,11.64,7.71,4.42,49.36,52,"43,88,243",257,300,Hit
Fat Albert,Joel Zwick,Kenan Thompson,Kyla Pratt,93,25-12-2004,4.3,English,Live Action,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,Richard Gibbs,PG,0.51,0.5,0.67,0.35,922k,2.2M,48.12,12.16,8.38,4.55,2.64,12.29,40,"18,96,271",382,1000,Superhit
Resident Evil: Extinction,Russell Mulcahy,Milla Jovovich,Oded Fehr,94,21-09-2007,6.3,English,Live Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.4,Charlie Clouser,R,0.25,0.5,0.43,0.25,13.5K,4.6M,147.71,23.67,15.51,8.99,5.82,97.91,16,"3,13,047",700,1500,Average
